Country name,City name,Airport Code,Airport Name,Country Abbrev.,World Area Code
Afghanistan,Bamiyan,BIN,Bamiyan,AF,701
Afghanistan,Bost,BST,Bost,AF,701
Afghanistan,Chakcharan,CCN,Chakcharan,AF,701
Afghanistan,Darwaz,DAZ,Darwaz,AF,701
Afghanistan,Faizabad,FBD,Faizabad,AF,701
Afghanistan,Farah,FAH,Farah,AF,701
Afghanistan,Gardez,GRG,Gardez,AF,701
Afghanistan,Ghazni,GZI,Ghazni,AF,701
Afghanistan,Herat,HEA,Herat,AF,701
Afghanistan,Jalalabad,JAA,Jalalabad,AF,701
Afghanistan,Kabul,KBL,Khwaja Rawash,AF,701
Afghanistan,Kandahar,KDH,Kandahar,AF,701
Afghanistan,Khost,KHT,Khost,AF,701
Afghanistan,Khwahan,KWH,Khwahan,AF,701
Afghanistan,Kunduz,UND,Kunduz,AF,701
Afghanistan,Kuran-O-Munjan,KUR,Kuran-O-Munjan,AF,701
Afghanistan,Maimana,MMZ,Maimana,AF,701
Afghanistan,Mazar-I-Sharif,MZR,Mazar-I-Sharif,AF,701
Afghanistan,Nimroz,IMZ,Nimroz,AF,701
Afghanistan,Qala Nau,LQN,Qala Nau,AF,701
Afghanistan,Sardeh Band,SBF,Sardeh Band,AF,701
Afghanistan,Sheghnan,SGA,Sheghnan,AF,701
Afghanistan,Taluqan,TQN,Taluqan,AF,701
Afghanistan,Tirinkot,TII,Tirinkot,AF,701
Afghanistan,Urgoon,URN,Urgoon,AF,701
Afghanistan,Uruzgan,URZ,Uruzgan,AF,701
Afghanistan,Zaranj,ZAJ,Zaranj,AF,701
Albania,Tirana,TIA,Rinas,AL,0
Algeria,Adrar,AZR,Adrar,DZ,500
Algeria,Algiers,ALG,Houari Boumediene,DZ,500
Algeria,Annaba,AAE,Les Salines,DZ,500
Algeria,Batna,BLJ,Batna,DZ,500
Algeria,Bechar,CBH,Leger,DZ,500
Algeria,Bejaia,BJA,Bejaia,DZ,500
Algeria,Biskra,BSK,Biskra,DZ,500
Algeria,Bordj Badji Mokhtar,BMW,Bordj Badji Mokhtar,DZ,500
Algeria,Boussaada,BUJ,Ain Eddis,DZ,500
Algeria,Chlef,CFK,Abou Bakr Belkaid,DZ,500
Algeria,Constantine,CZL,Ain El Bey,DZ,500
Algeria,Djanet,DJG,Inedbirenne,DZ,500
Algeria,El Golea,ELG,El Golea,DZ,500
Algeria,El Oued,ELU,Guemar,DZ,500
Algeria,Gara Djebilet,GBB,Gara Djebilet,DZ,500
Algeria,Ghardaia,GHA,Noumerate,DZ,500
Algeria,Hassi Messaoud,HME,Oued Irara Apt,DZ,500
Algeria,Illizi,VVZ,Illizi,DZ,500
Algeria,In Amenas,IAM,In Amenas,DZ,500
Algeria,In Guezzam,INF,In Guezzam,DZ,500
Algeria,In Salah,INZ,In Salah,DZ,500
Algeria,Jijel,GJL,Jijel,DZ,500
Algeria,Kouba,KDF,Kouba,DZ,500
Algeria,Mascara,MUW,Mascara,DZ,500
Algeria,Mechria,MZW,Mechria,DZ,500
Algeria,Mostaganem,MQV,Mostaganem,DZ,500
Algeria,Oran,ORN,Es Senia,DZ,500
Algeria,Oran,TAF,Tafaraoui,DZ,500
Algeria,Ouargla,OGX,Ain Beida,DZ,500
Algeria,Setif,QSF,Setif,DZ,500
Algeria,Sidi Belabbes,BFW,Sidi Belabbes,DZ,500
Algeria,Skikda,SKI,Skikda,DZ,500
Algeria,Tamanrasset,TMR,Aguemar,DZ,500
Algeria,Tbessa,TEE,Tbessa,DZ,500
Algeria,Tiaret,TID,Bouchekif,DZ,500
Algeria,Timimoun,TMX,Timimoun,DZ,500
Algeria,Tindouf,TIN,Tindouf,DZ,500
Algeria,Tlemcen,TLM,Zenata,DZ,500
Algeria,Touggourt,TGR,Touggourt,DZ,500
America,Oakland,CTQ,Oakland,USA,316
American Samoa,Fitiuta,FTI,Fitiuta,AS,5
American Samoa,Ofu,OFU,Ofu,AS,5
American Samoa,Pago Pago,PPG,International,AS,5
American Samoa,Tau,TAV,Tau,AS,5
Angola,Ambriz,AZZ,Ambriz,AO,502
Angola,Andulo,ANL,Andulo,AO,502
Angola,Benguela,BUG,Gen V Deslandes,AO,502
Angola,Cabinda,CAB,Cabinda,AO,502
Angola,Cafunfo,CFF,Cafunfo,AO,502
Angola,Cangamba,CNZ,Cangamba,AO,502
Angola,Capanda,KNP,Capanda,AO,502
Angola,Catumbela,CBT,Catumbela,AO,502
Angola,Cazombo,CAV,Cazombo,AO,502
Angola,Chitato,PGI,Chitato,AO,502
Angola,Cuito Cuanavale,CTI,Cuito Cuanavale,AO,502
Angola,Dirico,DRC,Dirico,AO,502
Angola,Huambo,NOV,Huambo,AO,502
Angola,Jamba,JMB,Jamba,AO,502
Angola,Kuito,SVP,Kuito (Silva Porto),AO,502
Angola,Luanda,LAD,4 de Fevereiro,AO,502
Angola,Luau,UAL,Luau,AO,502
Angola,Lubango,SDD,Lubango,AO,502
Angola,Luena,LUO,Luena,AO,502
Angola,Lukapa,LBZ,Lukapa,AO,502
Angola,Lumbala,GGC,Lumbala,AO,502
Angola,Luzamba,LZM,Luzamba,AO,502
Angola,Malange,MEG,Malange,AO,502
Angola,Menongue,SPP,Menongue,AO,502
Angola,Namibe,MSZ,Namibe,AO,502
Angola,Ndalatandos,NDF,Ndalatandos,AO,502
Angola,Negage,GXG,Negage,AO,502
Angola,Ngiva,NGV,Ngiva,AO,502
Angola,Nzagi,NZA,Nzagi,AO,502
Angola,Ongiva,VPE,Ongiva,AO,502
Angola,Porto Amboim,PBN,Porto Amboim,AO,502
Angola,Saurimo,VHC,Saurimo,AO,502
Angola,Soyo,SZA,Soyo,AO,502
Angola,Sumbe,NDD,Sumbe,AO,502
Angola,Uige,UGO,Uige,AO,502
Angola,Waco Kungo,CEO,Waco Kungo,AO,502
Angola,Xangongo,XGN,Xangongo,AO,502
Anguilla,Anguilla,AXA,Wallblake,AI,202
Antigua and Barbuda,Antigua,ANU,V.C. Bird Intl,AG,206
Antigua and Barbuda,Barbuda,BBQ,Barbuda,AG,206
Argentina,Alto Rio Senguerr,ARR,Alto Rio Senguerr,AR,303
Argentina,Bahia Blanca,BHI,Comandante,AR,303
Argentina,Buenos Aires,AEP,Arpt. Jorge Newbery,AR,303
Argentina,Buenos Aires,EZE,Ezeiza Ministro Pistarini,AR,303
Argentina,Caleta Olivia,CVI,Caleta Olivia,AR,303
Argentina,Carmen De Patagones,CPG,Carmen De Patagones,AR,303
Argentina,Catamarca,CTC,Catamarca,AR,303
Argentina,Caviahue,CVH,Caviahue,AR,303
Argentina,Ceres,CRR,Ceres,AR,303
Argentina,Charata,CNT,Charata,AR,303
Argentina,Chos Malal,HOS,Oscar Reguera,AR,303
Argentina,Clorinda,CLX,Clorinda,AR,303
Argentina,Colonia Catriel,CCT,Colonia Catriel,AR,303
Argentina,Colonia Sarmiento,OLN,Colonia Sarmiento,AR,303
Argentina,Comodoro Rivadavia,CRD,Comodoro Rivadavia,AR,303
Argentina,Concordia,COC,Concordia,AR,303
Argentina,Cordoba,COR,Pajas Blancas,AR,303
Argentina,Coronel Suarez,CSZ,Brigadier Hector Ruiz,AR,303
Argentina,Corrientes,CNQ,Camba Punta,AR,303
Argentina,Curuzu Cuatia,UZU,Curuzu Cuatia,AR,303
Argentina,Cutral,CUT,Cutral,AR,303
Argentina,El Bolson,EHL,El Bolson,AR,303
Argentina,El Calafate,FTE,El Calafate,AR,303
Argentina,El Maiten,EMX,El Maiten,AR,303
Argentina,El Palomar,EPA,El Palomar,AR,303
Argentina,Eldorado,ELO,Eldorado,AR,303
Argentina,Esquel,EQS,Esquel,AR,303
Argentina,Formosa,FMA,El Pucu,AR,303
Argentina,General Pico,GPO,General Pico,AR,303
Argentina,General Roca,GNR,General Roca,AR,303
Argentina,General Villegas,VGS,General Villegas,AR,303
Argentina,Gobernador Gregores,GGS,Gobernador Gregores,AR,303
Argentina,Goya,OYA,Goya,AR,303
Argentina,Gualeguaychu,GHU,Gualeguaychu,AR,303
Argentina,Iguazu,IGR,Cataratas,AR,303
Argentina,Ingeniero Jacobacci,IGB,Ingeniero Jacobacci,AR,303
Argentina,Jose De San Martin,JSM,Jose De San Martin,AR,303
Argentina,Jujuy,JUJ,El Cadillal,AR,303
Argentina,Junin,JNI,Junin,AR,303
Argentina,La Cumbre,LCM,La Cumbre,AR,303
Argentina,La Plata,LPG,La Plata,AR,303
Argentina,La Rioja,IRJ,La Rioja,AR,303
Argentina,Lago Argentino,ING,Lago Argentino,AR,303
Argentina,Las Heras,LHS,Las Heras,AR,303
Argentina,Las Lomitas,LLS,Las Lomitas,AR,303
Argentina,Loncopue,LCP,Loncopue,AR,303
Argentina,Los Menucos,LMD,Los Menucos,AR,303
Argentina,Malargue,LGS,Malargue,AR,303
Argentina,Maquinchao,MQD,Maquinchao,AR,303
Argentina,Mar Del Plata,MDQ,Mar Del Plata,AR,303
Argentina,Mendoza,MDZ,El Plumerillo,AR,303
Argentina,Mercedes,MDX,Mercedes,AR,303
Argentina,Merlo,RLO,Valle Del Conlara,AR,303
Argentina,Miramar,MJR,Miramar,AR,303
Argentina,Monte Caseros,MCS,Monte Caseros,AR,303
Argentina,Necochea,NEC,Necochea,AR,303
Argentina,Neuquen,NQN,Neuquen,AR,303
Argentina,Olavarria,OVR,Olavarria,AR,303
Argentina,Oran,ORA,Oran,AR,303
Argentina,Parana,PRA,Parana,AR,303
Argentina,Paso De Los Libres,AOL,Paso De Los Libres,AR,303
Argentina,Pehuajo,PEH,Pehuajo,AR,303
Argentina,Perito Moreno,PMQ,Perito Moreno,AR,303
Argentina,Posadas,PSS,Posadas,AR,303
Argentina,Pres. Roque Saenz Pena,PRQ,Pres. Roque Saenz Pena,AR,303
Argentina,Puerto Deseado,PUD,Puerto Deseado,AR,303
Argentina,Puerto Madryn,PMY,El Tehuelche,AR,303
Argentina,Reconquista,RCQ,Reconquista,AR,303
Argentina,Resistencia,RES,Resistencia,AR,303
Argentina,Rincon de los Sauces,RDS,Rincon de los Sauces,AR,303
Argentina,Rio Cuarto,RCU,Rio Cuarto,AR,303
Argentina,Rio Gallegos,RGL,Internacional,AR,303
Argentina,Rio Grande,RGA,Rio Grande,AR,303
Argentina,Rio Hondo,RHD,Rio Hondo,AR,303
Argentina,Rio Mayo,ROY,Rio Mayo,AR,303
Argentina,Rio Turbio,RYO,Rio Turbio,AR,303
Argentina,Rosario,ROS,Fisherton,AR,303
Argentina,Saenz Pena,SZQ,Saenz Pena,AR,303
Argentina,Salta,SLA,Gen Belgrano,AR,303
Argentina,San Antonio Oeste,OES,San Antonio Oeste,AR,303
Argentina,San Carlos DeBariloche,BRC,International,AR,303
Argentina,San Juan,UAQ,San Juan,AR,303
Argentina,San Julian,ULA,San Julian,AR,303
Argentina,San Luis,LUQ,San Luis,AR,303
Argentina,San Martin DeLos Andes,CPC,Chapelco,AR,303
Argentina,San Rafael,AFA,San Rafael,AR,303
Argentina,Santa Cruz,RZA,Santa Cruz,AR,303
Argentina,Santa Fe,SFN,Santa Fe,AR,303
Argentina,Santa Rosa,RSA,Santa Rosa,AR,303
Argentina,Santa Teresita,SST,Santa Teresita,AR,303
Argentina,Santiago Del Estero,SDE,Santiago Del Estero,AR,303
Argentina,Sierra Grande,SGV,Sierra Grande,AR,303
Argentina,Tandil,TDL,Tandil,AR,303
Argentina,Tartagal,TTG,Tartagal,AR,303
Argentina,Trelew,REL,Trelew,AR,303
Argentina,Tres Arroyos,OYO,Tres Arroyos,AR,303
Argentina,Tucuman,TUC,Benj Matienzo,AR,303
Argentina,Ushuaia,USH,Islas Malvinas,AR,303
Argentina,Valcheta,VCF,Valcheta,AR,303
Argentina,Viedma,VDM,Viedma,AR,303
Argentina,Villa Dolores,VDR,Villa Dolores,AR,303
Argentina,Villa Gesell,VLG,Villa Gesell,AR,303
Argentina,Villa Mercedes,VME,Villa Mercedes,AR,303
Argentina,Zapala,APZ,Zapala,AR,303
Armenia,Gyoumri,LWN,Gyoumri,AM,405
Armenia,Yerevan,EVN,Yerevan,AM,405
Aruba,Aruba,AUA,Reina Beatrix,AW,277
Australia,Abingdon,ABG,Abingdon,AU,802
Australia,Adelaide,ADL,Adelaide,AU,802
Australia,Adelaide,XHX,Adelaide Keswick Rail,AU,802
Australia,Agnew,AGW,Agnew,AU,802
Australia,Airlie Beach,WSY,Whitsunday Airstrip,AU,802
Australia,Albany,ALH,Albany,AU,802
Australia,Albury,ABX,Albury,AU,802
Australia,Alexandria,AXL,Alexandria,AU,802
Australia,Alice Springs,ASP,Alice Springs,AU,802
Australia,Alice Springs,XHW,Alice Springs Railway,AU,802
Australia,Alpha,ABH,Alpha,AU,802
Australia,Alroy Downs,AYD,Alroy Downs,AU,802
Australia,Alton Downs,AWN,Alton Downs,AU,802
Australia,Amata,AMT,Amata,AU,802
Australia,American River,RCN,American River,AU,802
Australia,Ammaroo,AMX,Ammaroo,AU,802
Australia,Andamooka,ADO,Andamooka,AU,802
Australia,Angus Downs,ANZ,Angus Downs,AU,802
Australia,Anthony Lagoon,AYL,Anthony Lagoon,AU,802
Australia,Aramac,AXC,Aramac,AU,802
Australia,Ararat,ARY,Ararat,AU,802
Australia,Argyle,GYL,Argyle,AU,802
Australia,Argyle Downs,AGY,Argyle Downs,AU,802
Australia,Armidale,ARM,Armidale,AU,802
Australia,Arrabury,AAB,Arrabury,AU,802
Australia,Augustus Downs,AUD,Augustus Downs,AU,802
Australia,Aurukun Mission,AUU,Aurukun Mission,AU,802
Australia,Austral Downs,AWP,Austral Downs,AU,802
Australia,Auvergne,AVG,Auvergne,AU,802
Australia,Ayers Rock,AYQ,Connellan,AU,802
Australia,Ayr,AYR,Ayr,AU,802
Australia,Badu Island,BDD,Badu Island,AU,802
Australia,Bairnsdale,BSJ,Bairnsdale,AU,802
Australia,Balcanoona,LCN,Balcanoona,AU,802
Australia,Balgo Hills,BQW,Balgo Hills,AU,802
Australia,Ballina,BNK,Ballina Byron Gateway,AU,802
Australia,Balranald,BZD,Balranald,AU,802
Australia,Bamaga,ABM,Bamaga,AU,802
Australia,Baniyala,BYX,Baniyala,AU,802
Australia,Sydney,BWU,Sydney Bankstown,AU,802
Australia,Barcaldine,BCI,Barcaldine,AU,802
Australia,Barkly Downs,BKP,Barkly Downs,AU,802
Australia,Barrow Island,BWB,Barrow Island,AU,802
Australia,Batavia Downs,BVW,Batavia Downs,AU,802
Australia,Bathurst,BHS,Raglan,AU,802
Australia,Bathurst Island,BRT,Bathurst Island,AU,802
Australia,Beagle Bay,BEE,Beagle Bay,AU,802
Australia,Bedford Downs,BDW,Bedford Downs,AU,802
Australia,Bedourie,BEU,Bedourie,AU,802
Australia,Belburn,BXF,Belburn,AU,802
Australia,Benalla,BLN,Benalla,AU,802
Australia,Bendigo,BXG,Bendigo,AU,802
Australia,Betoota,BTX,Betoota,AU,802
Australia,Beverley Springs,BVZ,Beverley Springs,AU,802
Australia,Bickerton Island,BCZ,Bickerton Island,AU,802
Australia,Big Bell,BBE,Big Bell,AU,802
Australia,Billiluna,BIW,Billiluna,AU,802
Australia,Biloela,ZBL,Biloela,AU,802
Australia,Birdsville,BVI,Birdsville,AU,802
Australia,Bizant,BZP,Bizant,AU,802
Australia,Blackall,BKQ,Blackall,AU,802
Australia,Blackwater,BLT,Blackwater,AU,802
Australia,Bloomfield,BFC,Bloomfield,AU,802
Australia,Boigu Island,GIC,Boigu Island,AU,802
Australia,Bollon,BLS,Bollon,AU,802
Australia,Bolwarra,BCK,Bolwarra,AU,802
Australia,Borroloola,BOX,Borroloola,AU,802
Australia,Boulia,BQL,Boulia,AU,802
Australia,Bourke,BRK,Bourke,AU,802
Australia,Bowen,ZBO,Bowen,AU,802
Australia,Brampton Island,BMP,Brampton Island,AU,802
Australia,Brewarrina,BWQ,Brewarrina,AU,802
Australia,Bright,BRJ,Bright,AU,802
Australia,Brighton Downs,BHT,Brighton Downs,AU,802
Australia,Brisbane,BNE,Brisbane Intl,AU,802
Australia,Broken Hill,BHQ,Broken Hill,AU,802
Australia,Broome,BME,Broome,AU,802
Australia,Brunette Downs,BTD,Brunette Downs,AU,802
Australia,Bulimba,BIP,Bulimba,AU,802
Australia,Bunbury,BUY,Bunbury,AU,802
Australia,Bundaberg,BDB,Bundaberg,AU,802
Australia,Burketown,BUC,Burketown,AU,802
Australia,Burnie,BWT,Burnie Wynyard,AU,802
Australia,Bussellton,BQB,Bussellton,AU,802
Australia,Cairns,CNS,Cairns,AU,802
Australia,Caloundra,CUD,Caloundra,AU,802
Australia,Camden,CDU,Camden,AU,802
Australia,Camfield,CFI,Camfield,AU,802
Australia,Camooweal,CML,Camooweal,AU,802
Australia,Canberra,CBR,Canberra,AU,802
Australia,Canobie,CBY,Canobie,AU,802
Australia,Cape Barren Island,CBI,Cape Barren Island,AU,802
Australia,Cape Flattery,CQP,Cape Flattery,AU,802
Australia,Carlton Hill,CRY,Carlton Hill,AU,802
Australia,Carnarvon,CVQ,Carnarvon,AU,802
Australia,Carpentaria Downs,CFP,Carpentaria Downs,AU,802
Australia,Casino,CSI,Casino,AU,802
Australia,Cattle Creek,CTR,Cattle Creek,AU,802
Australia,Ceduna,CED,Ceduna,AU,802
Australia,Cessnock,CES,Cessnock,AU,61
Australia,Charleville,CTL,Charleville,AU,802
Australia,Charters Towers,CXT,Charters Towers,AU,802
Australia,Cherrabun,CBC,Cherrabun,AU,802
Australia,Cherribah,CRH,Cherribah,AU,802
Australia,Chillagoe,LLG,Chillagoe,AU,802
Australia,Chinchilla,CCL,Chinchilla,AU,802
Australia,Christmas Creek,CXQ,Christmas Creek,AU,802
Australia,Clermont,CMQ,Clermont,AU,802
Australia,Cleve,CVC,Cleve,AU,802
Australia,Clifton Hills,CFH,Clifton Hills,AU,802
Australia,Cloncurry,CNJ,Cloncurry,AU,802
Australia,Cluny,CZY,Cluny,AU,802
Australia,Cobar,CAZ,Cobar,AU,802
Australia,Coconut Island,CNC,Coconut Island,AU,802
Australia,Coen,CUQ,Coen,AU,802
Australia,Coffs Harbour,CFS,Coffs Harbour,AU,802
Australia,Colac,XCO,Colac,AU,802
Australia,Collarenebri,CRB,Collarenebri,AU,802
Australia,Collie,CIE,Collie,AU,802
Australia,Collinsville,KCE,Collinsville,AU,802
Australia,Condobolin,CBX,Condobolin,AU,802
Australia,Coober Pedy,CPD,Coober Pedy,AU,802
Australia,Cooinda,CDA,Cooinda,AU,802
Australia,Cooktown,CTN,Cooktown,AU,802
Australia,Coolah,CLH,Coolah,AU,802
Australia,Coolawanyah,COY,Coolawanyah,AU,802
Australia,Coolibah,COB,Coolibah,AU,802
Australia,Cooma,OOM,Cooma,AU,802
Australia,Coonabarabran,COJ,Coonabarabran,AU,802
Australia,Coonamble,CNB,Coonamble,AU,802
Australia,Coorabie,CRJ,Coorabie,AU,802
Australia,Cootamundra,CMD,Cootamundra,AU,802
Australia,Cordillo Downs,ODL,Cordillo Downs,AU,802
Australia,Corowa,CWW,Corowa,AU,802
Australia,Corryong,CYG,Corryong,AU,802
Australia,Cowarie,CWR,Cowarie,AU,802
Australia,Cowell,CCW,Cowell,AU,802
Australia,Cowra,CWT,Cowra,AU,802
Australia,Cresswell Downs,CSD,Cresswell Downs,AU,802
Australia,Croker Island,CKI,Croker Island,AU,802
Australia,Croydon,CDQ,Croydon,AU,802
Australia,Cudal,CUG,Cudal,AU,802
Australia,Cue,CUY,Cue,AU,802
Australia,Cunnamulla,CMA,Cunnamulla,AU,802
Australia,Dalby,DBY,Dalby,AU,802
Australia,Dalgaranga,DGD,Dalgaranga,AU,802
Australia,Daly River,DVR,Daly River,AU,802
Australia,Daly Waters,DYW,Daly Waters,AU,802
Australia,Darnley Island,NLF,Darnley Island,AU,802
Australia,Darwin,DRW,Darwin,AU,802
Australia,Darwin,XJG,Darwin Railway,AU,802
Australia,Dauan Island,DAJ,Dauan Island,AU,802
Australia,Davenport Downs,DVP,Davenport Downs,AU,802
Australia,Daydream Is,DDI,Daydream Is,AU,802
Australia,Delissaville,DLV,Delissaville,AU,802
Australia,Delta Downs,DDN,Delta Downs,AU,802
Australia,Denham,DNM,Denham,AU,802
Australia,Deniliquin,DNQ,Deniliquin,AU,802
Australia,Derby,DRB,Derby,AU,802
Australia,Devonport,DPO,Devonport,AU,802
Australia,Diamantina Lakes,DYM,Diamantina Lakes,AU,802
Australia,Dirranbandi,DRN,Dirranbandi,AU,802
Australia,Docker River,DKV,Docker River,AU,802
Australia,Dongara,DOX,Dongara,AU,802
Australia,Doomadgee,DMD,Doomadgee,AU,802
Australia,Doongan,DNG,Doongan,AU,802
Australia,Dorunda Station,DRD,Dorunda Station,AU,802
Australia,Drumduff,DFP,Drumduff,AU,802
Australia,Drysdale River,DRY,Drysdale River,AU,802
Australia,Dysart,DYA,Dysart,AU,802
Australia,Echuca,ECH,Echuca,AU,802
Australia,Edward River,EDR,Edward River,AU,802
Australia,Einasleigh,EIH,Einasleigh,AU,802
Australia,Elcho Island,ELC,Elcho Island,AU,802
Australia,Elkedra,EKD,Elkedra,AU,802
Australia,Emerald,EMD,Emerald,AU,802
Australia,Eneabba West,ENB,Eneabba West,AU,802
Australia,Erldunda,EDD,Erldunda,AU,802
Australia,Ernabella,ERB,Ernabella,AU,802
Australia,Esperance,EPR,Esperance,AU,802
Australia,Etadunna,ETD,Etadunna,AU,802
Australia,Eucla,EUC,Eucla,AU,802
Australia,Eva Downs,EVD,Eva Downs,AU,802
Australia,Evans Head,EVH,Evans Head,AU,802
Australia,Exmouth Gulf,EXM,Exmouth Gulf,AU,802
Australia,Falls Creek,FLC,Falls Creek,AU,802
Australia,Finke,FIK,Finke,AU,802
Australia,Finley,FLY,Finley,AU,802
Australia,Fitzroy Crossing,FIZ,Fitzroy Crossing,AU,802
Australia,Flinders Island,FLS,Flinders Island,AU,802
Australia,Flora Valley,FVL,Flora Valey,AU,802
Australia,Forbes,FRB,Forbes,AU,802
Australia,Forrest,FOS,Forrest,AU,802
Australia,Forrest River,FVR,Forrest River,AU,802
Australia,Forster,FOT,Forster,AU,802
Australia,Fossil Downs,FSL,Fossil Downs,AU,802
Australia,Fremantle,JFM,Heliport,AU,802
Australia,Gamboola,GBP,Gamboola,AU,802
Australia,Garden Point,GPN,Garden Point,AU,802
Australia,Gascoyne Junction,GSC,Gascoyne Junction,AU,802
Australia,Gayndah,GAH,Gayndah,AU,802
Australia,Geelong,GEX,Geelong,AU,802
Australia,George Town,GEE,George Town,AU,802
Australia,Georgetown,GTT,Georgetown,AU,802
Australia,Geraldton,GET,Geraldton,AU,802
Australia,Gibb River,GBV,Gibb River,AU,802
Australia,Gladstone,GLT,Gladstone,AU,802
Australia,Glen Innes,GLI,Glen Innes,AU,802
Australia,Glengyle,GLG,Glengyle,AU,802
Australia,Glenormiston,GLM,Glenormiston,AU,802
Australia,Gold Coast,OOL,Gold Coast (Coolangatta),AU,802
Australia,Goldsworthy,GLY,Goldsworthy,AU,802
Australia,Goondiwindi,GOO,Goondiwindi,AU,802
Australia,Gordon Downs,GDD,Gordon Downs,AU,802
Australia,Gosford,GOS,Gosford,AU,802
Australia,Goulburn,GUL,Goulburn,AU,802
Australia,Goulburn Island,GBL,Goulburn Island,AU,802
Australia,Gove,GOV,Nhulunbuy,AU,802
Australia,Grafton,GFN,Grafton,AU,802
Australia,Granites,GTS,Granites,AU,802
Australia,Great Keppel Island,GKL,Great Keppel Island,AU,802
Australia,Greenvale,GVP,Greenvale,AU,802
Australia,Gregory Downs,GGD,Gregory Downs,AU,802
Australia,Grenfell,GFE,Grenfell,AU,802
Australia,Griffith,GFF,Griffith,AU,802
Australia,Groote Eylandt,GTE,Alyangula,AU,802
Australia,Gunnedah,GUH,Gunnedah,AU,802
Australia,Gympie,GYP,Gympie,AU,802
Australia,Halls Creek,HCQ,Halls Creek,AU,802
Australia,Hamilton,HLT,Hamilton,AU,802
Australia,Hamilton Island,HTI,Hamilton Island,AU,802
Australia,Hawker,HWK,Wilpena Pound,AU,802
Australia,Hay,HXX,Hay,AU,802
Australia,Hayman Island,HIS,Hayman Island,AU,802
Australia,Headingly,HIP,Headingly,AU,802
Australia,Heathlands,HAT,Heathlands,AU,802
Australia,Helenvale,HLV,Helenvale,AU,802
Australia,Henbury,HRY,Henbury,AU,802
Australia,Hermannsburg,HMG,Hermannsburg,AU,802
Australia,Heron Island,HRN,Heliport,AU,802
Australia,Hervey Bay,HVB,Hervey Bay,AU,802
Australia,Highbury,HIG,Highbury,AU,802
Australia,Hillside,HLL,Hillside,AU,802
Australia,Hinchinbrook Island,HNK,Hinchinbrook Island,AU,802
Australia,Hobart,HBA,Hobart,AU,802
Australia,Hook Island,HIH,Hook Island,AU,802
Australia,Hooker Creek,HOK,Hooker Creek,AU,802
Australia,Hope Vale,HPE,Hope Vale,AU,802
Australia,Hopetoun,HTU,Hopetoun,AU,802
Australia,Horn Island,HID,Horn Island,AU,802
Australia,Horsham,HSM,Horsham,AU,802
Australia,Hughenden,HGD,Hughenden,AU,802
Australia,Humbert River,HUB,Humbert River,AU,802
Australia,Iffley,IFF,Iffley,AU,802
Australia,Indulkana,IDK,Indulkana,AU,802
Australia,Ingham,IGH,Ingham,AU,802
Australia,Injune,INJ,Injune,AU,802
Australia,Inkerman,IKP,Inkerman,AU,802
Australia,Innamincka,INM,Innamincka,AU,802
Australia,Innisfail,IFL,Innisfail,AU,802
Australia,Inverell,IVR,Inverell,AU,802
Australia,Inverway,IVW,Inverway,AU,802
Australia,Isisford,ISI,Isisford,AU,802
Australia,Jabiru,JAB,Jabiru,AU,802
Australia,Perth,JAD,Jandakot,AU,802
Australia,Julia Creek,JCK,Julia Creek,AU,802
Australia,Jundah,JUN,Jundah,AU,802
Australia,Jurien Bay,JUR,Jurien Bay,AUS,802
Australia,Kalbarri,KAX,Kalbarri,AU,802
Australia,Kalgoorlie,KGI,Kalgoorlie,AU,802
Australia,Kalkurung,KFG,Kalkurung,AU,802
Australia,Kalpowar,KPP,Kalpowar,AU,802
Australia,Kalumburu,UBU,Kalumburu,AU,802
Australia,Kamaran Downs,KDS,Kamaran Downs,AU,802
Australia,Kambalda,KDB,Kambalda,AU,802
Australia,Kamileroi,KML,Kamileroi,AU,802
Australia,Karratha,KTA,Karratha,AU,802
Australia,Karumba,KRB,Karumba,AU,802
Australia,Katanning,KNI,Katanning,AU,802
Australia,Katherine,KTR,Tindal,AU,802
Australia,Kempsey,KPS,Kempsey,AU,802
Australia,Kerang,KRA,Kerang,AU,802
Australia,Kimberley Downs,KBD,Kimberley Downs,AU,802
Australia,Kingaroy,KGY,Kingaroy,AU,802
Australia,Kings Canyon,KBJ,King Canyon,AU,802
Australia,Kings Creek Station,KCS,Kings Creek Station,AU,802
Australia,Kingscote,KGC,Kingscote,AU,802
Australia,Kirkimbie,KBB,Kirkimbie,AU,802
Australia,Koolatah,KOH,Koolatah,AU,802
Australia,Koolburra,KKP,Koolburra,AU,802
Australia,Koonibba,KQB,Koonibba,AU,802
Australia,Kowanyama,KWM,Kowanyama,AU,802
Australia,Kubin Island,KUG,Kubin Island,AU,802
Australia,Kulgera,KGR,Kulgera,AU,802
Australia,Kununurra,KNX,Kununurra,AU,802
Australia,Kurundi,KRD,Kurundi,AU,802
Australia,Lady Elliot Island,LYT,Lady Elliot Island,AU,802
Australia,Lake Evella,LEL,Lake Evella,AU,802
Australia,Lake Gregory,LGE,Lake Gregory,AU,802
Australia,Lake Nash,LNH,Lake Nash,AU,802
Australia,Lakefield,LFP,Lakefield,AU,802
Australia,Lakeland Downs,LKD,Lakeland Downs,AU,802
Australia,Lansdowne,LDW,Lansdowne,AU,802
Australia,Latrobe,LTB,Latrobe,AU,802
Australia,Laura,LUU,Laura,AU,802
Australia,Laura Station,LUT,Laura Station,AU,802
